Reach to Deadlock States:
----------------------------------------------------------------------
| No. | State       | Previous State | Transition           |
| 1137 | (5, 8, 0, 3) | (4, 8, 0, 3) | t(1,5)               |
| 1138 | (6, 0, 1, 4) | (6, 0, 0, 4) | t(3,1)               |
| 1139 | (7, 1, 2, 5) | (6, 1, 1, 5) | t(3,2)               |
| 1140 | (8, 2, 2, 4) | (7, 1, 1, 4) | t(3,2)               |
| 1141 | (2, 7, 2, 4) | (1, 7, 2, 4) | t(1,2)               |
| 1142 | (3, 8, 2, 5) | (2, 8, 1, 4) | t(4,5)               |
| 1143 | (4, 0, 3, 0) | (4, 0, 2, 5) | t(4,0)               |
| 1144 | (5, 1, 4, 1) | (5, 1, 4, 0) | t(4,1)               |
| 1145 | (6, 2, 5, 2) | (6, 2, 4, 2) | t(3,5)               |
| 1146 | (3, 6, 1, 5) | (2, 5, 1, 5) | t(2,6)               |
| 1147 | (3, 7, 1, 4) | (2, 7, 0, 4) | t(3,1)               |
| 1148 | (4, 6, 1, 5) | (3, 5, 1, 4) | t(4,5)               |
| 1149 | (4, 7, 1, 4) | (3, 7, 1, 4) | t(1,4)               |
| 1150 | (3, 6, 4, 2) | (3, 5, 4, 1) | t(4,2)               |
| 1151 | (4, 7, 4, 2) | (4, 6, 4, 2) | t(2,7)               |
| 1152 | (5, 8, 5, 2) | (4, 7, 5, 2) | t(2,8)               |
| 1153 | (5, 8, 5, 3) | (4, 8, 5, 3) | t(1,5)               |
| 1154 | (6, 0, 0, 3) | (5, 8, 5, 2) | t(4,3)               |
| 1155 | (6, 0, 0, 4) | (5, 0, 5, 4) | t(3,0)               |
| 1156 | (7, 1, 1, 4) | (6, 0, 0, 3) | t(4,4)               |
| 1157 | (7, 1, 1, 5) | (6, 1, 1, 5) | t(1,7)               |
| 1158 | (7, 2, 1, 0) | (7, 2, 0, 5) | t(4,0)               |
| 1159 | (8, 2, 2, 1) | (8, 2, 1, 0) | t(4,1)               |
| 1160 | (9, 3, 3, 1) | (9, 3, 2, 1) | t(3,3)               |
| 1161 | (9, 3, 3, 2) | (9, 2, 2, 1) | t(4,2)               |
| 1162 | (10, 2, 3, 1) | (9, 1, 2, 0) | t(4,1)               |
| 1163 | (10, 2, 3, 2) | (9, 1, 2, 1) | t(4,2)               |
| 1164 | (10, 4, 4, 2) | (10, 4, 3, 2) | t(3,4)               |
| 1165 | (10, 4, 4, 3) | (10, 3, 3, 2) | t(4,3)               |
| 1166 | (0, 3, 4, 2) | (10, 2, 3, 1) | t(4,2)               |
| 1167 | (0, 3, 4, 3) | (10, 2, 3, 2) | t(4,3)               |
| 1168 | (0, 5, 5, 3) | (0, 5, 4, 3) | t(3,5)               |
| 1169 | (0, 5, 5, 4) | (0, 4, 4, 3) | t(4,4)               |
| 1170 | (1, 4, 5, 3) | (0, 3, 4, 2) | t(4,3)               |
| 1171 | (1, 4, 5, 4) | (0, 3, 4, 3) | t(4,4)               |
| 1172 | (1, 6, 0, 4) | (1, 6, 5, 3) | t(4,4)               |
| 1173 | (1, 6, 0, 5) | (1, 6, 5, 4) | t(4,5)               |
| 1174 | (2, 5, 0, 4) | (1, 4, 0, 4) | t(2,5)               |
| 1175 | (2, 5, 0, 5) | (1, 4, 5, 5) | t(3,0)               |
| 1176 | (2, 7, 1, 5) | (2, 7, 0, 5) | t(3,1)               |
| 1177 | (2, 7, 1, 0) | (2, 7, 0, 0) | t(3,1)               |
| 1178 | (3, 6, 1, 0) | (2, 6, 1, 0) | t(1,3)               |
| 1179 | (4, 7, 3, 1) | (4, 6, 3, 0) | t(4,1)               |
| 1180 | (4, 7, 3, 2) | (4, 6, 3, 2) | t(2,7)               |
| 1181 | (5, 7, 2, 1) | (4, 7, 1, 1) | t(3,2)               |
| 1182 | (5, 7, 2, 2) | (4, 7, 1, 2) | t(3,2)               |
| 1183 | (5, 7, 3, 1) | (4, 6, 2, 1) | t(3,3)               |
| 1184 | (5, 7, 3, 2) | (4, 6, 2, 2) | t(3,3)               |
| 1185 | (5, 8, 4, 2) | (5, 7, 4, 2) | t(2,8)               |
| 1186 | (5, 8, 4, 3) | (4, 8, 4, 3) | t(1,5)               |
| 1187 | (6, 8, 3, 2) | (5, 7, 2, 2) | t(3,3)               |
| 1188 | (6, 8, 3, 3) | (6, 8, 2, 3) | t(3,3)               |
| 1189 | (6, 8, 4, 2) | (5, 7, 3, 2) | t(3,4)               |
| 1190 | (6, 8, 4, 3) | (6, 8, 3, 3) | t(3,4)               |
| 1191 | (6, 0, 5, 3) | (5, 8, 4, 2) | t(4,3)               |
| 1192 | (6, 0, 5, 4) | (5, 0, 4, 4) | t(3,5)               |
| 1193 | (7, 0, 4, 3) | (6, 8, 3, 2) | t(4,3)               |
| 1194 | (7, 0, 4, 4) | (6, 0, 4, 4) | t(1,7)               |
| 1195 | (7, 0, 5, 3) | (6, 8, 4, 2) | t(4,3)               |
| 1196 | (7, 0, 5, 4) | (6, 0, 5, 4) | t(1,7)               |
| 1197 | (7, 1, 0, 4) | (7, 1, 0, 3) | t(4,4)               |
| 1198 | (7, 1, 0, 5) | (6, 1, 5, 4) | t(4,5)               |
| 1199 | (8, 1, 5, 4) | (7, 1, 4, 3) | t(4,4)               |
| 1200 | (8, 1, 5, 5) | (7, 1, 4, 4) | t(4,5)               |
| 1201 | (8, 1, 0, 4) | (7, 1, 5, 3) | t(4,4)               |
| 1202 | (8, 1, 0, 5) | (7, 1, 5, 4) | t(4,5)               |
| 1203 | (8, 1, 0, 0) | (7, 1, 0, 5) | t(4,0)               |
| 1204 | (8, 1, 1, 5) | (7, 1, 0, 4) | t(4,5)               |
| 1205 | (8, 1, 1, 0) | (7, 1, 0, 5) | t(4,0)               |
| 1206 | (9, 1, 0, 5) | (8, 1, 5, 4) | t(4,5)               |
| 1207 | (9, 1, 0, 0) | (8, 1, 5, 5) | t(4,0)               |
| 1208 | (9, 1, 1, 5) | (8, 1, 0, 4) | t(4,5)               |
| 1209 | (9, 1, 1, 0) | (8, 1, 0, 5) | t(4,0)               |
| 1210 | (9, 1, 1, 1) | (8, 1, 1, 1) | t(1,9)               |
| 1211 | (9, 1, 2, 0) | (8, 1, 1, 5) | t(4,0)               |
| 1212 | (9, 1, 2, 1) | (8, 1, 2, 0) | t(4,1)               |
| 1213 | (10, 1, 1, 0) | (9, 0, 0, 0) | t(3,1)               |
| 1214 | (10, 1, 1, 1) | (9, 0, 0, 0) | t(4,1)               |
| 1215 | (10, 1, 2, 0) | (10, 1, 1, 0) | t(3,2)               |
| 1216 | (10, 1, 2, 1) | (9, 0, 1, 0) | t(4,1)               |
| 1217 | (0, 2, 2, 1) | (10, 1, 1, 1) | t(3,2)               |
| 1218 | (0, 2, 2, 2) | (10, 2, 1, 2) | t(3,2)               |
| 1219 | (0, 2, 3, 1) | (10, 1, 2, 1) | t(3,3)               |
| 1220 | (0, 2, 3, 2) | (10, 2, 2, 2) | t(3,3)               |
| 1221 | (1, 3, 3, 2) | (0, 2, 3, 2) | t(2,3)               |
| 1222 | (1, 3, 3, 3) | (1, 3, 2, 3) | t(3,3)               |
| 1223 | (1, 3, 4, 2) | (0, 2, 3, 2) | t(3,4)               |
| 1224 | (1, 3, 4, 3) | (0, 3, 3, 3) | t(3,4)               |
| 1225 | (2, 4, 4, 3) | (2, 4, 3, 2) | t(4,3)               |
| 1226 | (2, 4, 4, 4) | (2, 3, 3, 4) | t(3,4)               |
| 1227 | (2, 4, 5, 3) | (1, 3, 5, 3) | t(2,4)               |
| 1228 | (2, 4, 5, 4) | (1, 4, 5, 4) | t(1,2)               |
| 1229 | (3, 5, 0, 4) | (2, 4, 0, 3) | t(4,4)               |
| 1230 | (3, 5, 0, 5) | (2, 5, 0, 4) | t(4,5)               |
| 1231 | (4, 6, 1, 0) | (3, 6, 1, 0) | t(1,4)               |
| 1232 | (9, 1, 5, 4) | (8, 1, 4, 3) | t(4,4)               |
| 1233 | (9, 1, 5, 5) | (8, 1, 4, 4) | t(4,5)               |
| 1234 | (9, 1, 0, 4) | (8, 1, 5, 3) | t(4,4)               |
| 1235 | (10, 1, 0, 5) | (9, 0, 0, 5) | t(2,1)               |
| 1236 | (10, 1, 0, 0) | (10, 1, 5, 0) | t(3,0)               |
| 1237 | (10, 1, 1, 5) | (9, 0, 0, 4) | t(4,5)               |
| 1238 | (0, 2, 1, 0) | (0, 2, 0, 0) | t(3,1)               |
| 1239 | (0, 2, 1, 1) | (10, 1, 1, 1) | t(2,2)               |
| 1240 | (0, 2, 2, 0) | (10, 1, 1, 5) | t(4,0)               |
| 1241 | (1, 3, 2, 1) | (0, 2, 2, 1) | t(2,3)               |
| 1242 | (1, 3, 2, 2) | (1, 3, 1, 2) | t(3,2)               |
| 1243 | (1, 3, 3, 1) | (0, 2, 2, 0) | t(4,1)               |
| 1244 | (2, 4, 3, 2) | (2, 4, 3, 1) | t(4,2)               |
| 1245 | (2, 4, 3, 3) | (2, 3, 2, 2) | t(4,3)               |
| 1246 | (2, 4, 4, 2) | (1, 3, 3, 1) | t(4,2)               |
| 1247 | (3, 5, 4, 3) | (3, 4, 4, 2) | t(4,3)               |
| 1248 | (3, 5, 5, 3) | (2, 4, 4, 2) | t(4,3)               |
| 1249 | (4, 6, 5, 3) | (4, 5, 5, 2) | t(4,3)               |
| 1250 | (4, 6, 0, 3) | (3, 5, 0, 2) | t(4,3)               |
| 1251 | (5, 6, 0, 4) | (5, 5, 5, 3) | t(4,4)               |
| 1252 | (5, 6, 0, 5) | (5, 5, 0, 4) | t(4,5)               |
| 1253 | (5, 6, 1, 4) | (4, 6, 0, 3) | t(4,4)               |
| 1254 | (5, 6, 1, 5) | (4, 5, 1, 5) | t(2,6)               |
| 1255 | (5, 7, 0, 4) | (4, 7, 0, 4) | t(1,5)               |
| 1256 | (5, 7, 1, 4) | (4, 7, 0, 4) | t(3,1)               |
| 1257 | (6, 7, 1, 5) | (5, 6, 0, 4) | t(4,5)               |
| 1258 | (6, 7, 1, 0) | (5, 6, 1, 5) | t(4,0)               |
| 1259 | (6, 7, 2, 5) | (5, 6, 1, 4) | t(4,5)               |
| 1260 | (6, 7, 2, 0) | (5, 6, 1, 0) | t(3,2)               |
| 1261 | (6, 8, 1, 5) | (5, 8, 0, 5) | t(3,1)               |
| 1262 | (6, 8, 2, 5) | (5, 8, 1, 5) | t(3,2)               |
| 1263 | (7, 8, 2, 0) | (6, 7, 1, 0) | t(3,2)               |
| 1264 | (7, 8, 2, 1) | (6, 7, 2, 0) | t(4,1)               |
| 1265 | (7, 8, 3, 0) | (6, 7, 2, 5) | t(4,0)               |
| 1266 | (7, 8, 3, 1) | (6, 7, 2, 1) | t(3,3)               |
| 1267 | (7, 0, 2, 0) | (6, 0, 1, 0) | t(3,2)               |
| 1268 | (7, 0, 3, 0) | (6, 0, 2, 0) | t(3,3)               |
| 1269 | (8, 0, 3, 1) | (7, 8, 2, 1) | t(3,3)               |
| 1270 | (8, 0, 3, 2) | (7, 8, 3, 1) | t(4,2)               |
| 1271 | (8, 0, 4, 1) | (7, 8, 3, 0) | t(4,1)               |
| 1272 | (8, 0, 4, 2) | (7, 8, 4, 1) | t(4,2)               |
| 1273 | (8, 1, 3, 1) | (7, 1, 2, 1) | t(3,3)               |
| 1274 | (8, 1, 4, 1) | (8, 1, 3, 1) | t(3,4)               |
| 1275 | (9, 1, 4, 2) | (8, 0, 3, 2) | t(3,4)               |
| 1276 | (9, 1, 4, 3) | (8, 0, 4, 2) | t(4,3)               |
| 1277 | (9, 1, 5, 2) | (8, 0, 4, 1) | t(4,2)               |
| 1278 | (9, 1, 5, 3) | (8, 0, 5, 2) | t(4,3)               |
| 1279 | (6, 8, 2, 3) | (5, 8, 1, 3) | t(3,2)               |
| 1280 | (7, 0, 3, 4) | (6, 0, 2, 4) | t(3,3)               |
| 1281 | (8, 1, 4, 5) | (7, 1, 3, 4) | t(4,5)               |
| 1282 | (8, 1, 5, 0) | (8, 1, 4, 0) | t(3,5)               |
| 1283 | (9, 1, 5, 0) | (8, 1, 4, 5) | t(4,0)               |
| 1284 | (9, 1, 0, 1) | (8, 1, 0, 0) | t(4,1)               |
| 1285 | (10, 1, 0, 1) | (10, 1, 5, 1) | t(3,0)               |
| 1286 | (0, 2, 1, 2) | (10, 2, 0, 2) | t(3,1)               |
| 1287 | (1, 3, 2, 3) | (1, 3, 1, 3) | t(3,2)               |
| 1288 | (2, 4, 3, 4) | (2, 4, 3, 3) | t(4,4)               |
| 1289 | (3, 5, 4, 0) | (3, 5, 4, 5) | t(4,0)               |
| 1290 | (3, 5, 5, 0) | (2, 4, 4, 5) | t(4,0)               |
| 1291 | (4, 6, 5, 1) | (4, 5, 5, 0) | t(4,1)               |
| 1292 | (4, 6, 0, 1) | (3, 5, 5, 0) | t(4,1)               |
| 1293 | (5, 7, 0, 2) | (4, 6, 0, 2) | t(2,7)               |
| 1294 | (5, 7, 1, 2) | (4, 6, 1, 2) | t(2,7)               |
| 1295 | (6, 8, 1, 3) | (6, 8, 0, 3) | t(3,1)               |
| 1296 | (7, 0, 2, 4) | (7, 0, 1, 4) | t(3,2)               |
| 1297 | (8, 1, 3, 5) | (7, 1, 2, 5) | t(3,3)               |
| 1298 | (8, 1, 4, 0) | (8, 1, 3, 0) | t(3,4)               |
| 1299 | (9, 1, 4, 5) | (8, 1, 3, 4) | t(4,5)               |
| 1300 | (9, 1, 4, 0) | (8, 0, 3, 0) | t(3,4)               |
| 1301 | (9, 1, 5, 1) | (8, 1, 4, 1) | t(3,5)               |
| 1302 | (10, 1, 5, 0) | (10, 1, 4, 0) | t(3,5)               |
| 1303 | (10, 1, 5, 1) | (10, 1, 4, 0) | t(4,1)               |
| 1304 | (0, 2, 0, 1) | (0, 2, 0, 0) | t(4,1)               |
| 1305 | (0, 2, 0, 2) | (0, 2, 0, 1) | t(4,2)               |
| 1306 | (1, 3, 1, 2) | (1, 3, 0, 2) | t(3,1)               |
| 1307 | (1, 3, 1, 3) | (1, 3, 0, 3) | t(3,1)               |
| 1308 | (2, 4, 2, 3) | (2, 3, 2, 2) | t(4,3)               |
| 1309 | (2, 4, 2, 4) | (1, 4, 1, 3) | t(4,4)               |
| 1310 | (3, 5, 2, 4) | (2, 5, 2, 3) | t(4,4)               |
| 1311 | (3, 5, 2, 5) | (2, 5, 1, 5) | t(3,2)               |
| 1312 | (4, 6, 2, 0) | (3, 5, 1, 0) | t(3,2)               |
| 1313 | (3, 6, 4, 1) | (2, 5, 4, 0) | t(4,1)               |
| 1314 | (5, 8, 5, 1) | (5, 7, 4, 1) | t(3,5)               |
| 1315 | (5, 0, 5, 1) | (5, 8, 4, 1) | t(3,5)               |
| 1316 | (6, 0, 0, 2) | (5, 8, 5, 1) | t(4,2)               |
| 1317 | (6, 1, 0, 2) | (6, 0, 0, 2) | t(2,1)               |
| 1318 | (7, 1, 1, 3) | (7, 0, 0, 2) | t(4,3)               |
| 1319 | (7, 2, 1, 3) | (7, 1, 1, 3) | t(2,2)               |
| 1320 | (8, 2, 2, 3) | (7, 1, 2, 3) | t(2,2)               |
| 1321 | (4, 6, 3, 3) | (4, 5, 3, 2) | t(4,3)               |
| 1322 | (5, 6, 2, 3) | (4, 5, 1, 3) | t(3,2)               |
| 1323 | (5, 6, 3, 3) | (4, 5, 2, 3) | t(3,3)               |
| 1324 | (5, 6, 4, 4) | (5, 5, 3, 3) | t(4,4)               |
| 1325 | (5, 7, 4, 4) | (4, 6, 3, 4) | t(3,4)               |
| 1326 | (6, 6, 3, 4) | (5, 6, 2, 3) | t(4,4)               |
| 1327 | (6, 6, 3, 5) | (6, 6, 2, 5) | t(3,3)               |
| 1328 | (6, 6, 4, 4) | (5, 6, 3, 3) | t(4,4)               |
| 1329 | (6, 6, 4, 5) | (6, 6, 3, 5) | t(3,4)               |
| 1330 | (6, 7, 3, 4) | (5, 7, 2, 4) | t(3,3)               |
| 1331 | (6, 7, 4, 4) | (6, 7, 3, 4) | t(3,4)               |
| 1332 | (6, 7, 5, 5) | (5, 6, 4, 4) | t(4,5)               |
| 1333 | (6, 8, 5, 5) | (5, 8, 5, 5) | t(1,6)               |
| 1334 | (7, 7, 4, 5) | (6, 6, 3, 4) | t(4,5)               |
| 1335 | (7, 7, 4, 0) | (7, 7, 3, 0) | t(3,4)               |
| 1336 | (7, 7, 5, 5) | (6, 6, 4, 4) | t(4,5)               |
| 1337 | (7, 7, 5, 0) | (7, 7, 4, 0) | t(3,5)               |
| 1338 | (7, 8, 4, 5) | (6, 8, 3, 5) | t(3,4)               |
| 1339 | (7, 8, 5, 5) | (6, 8, 4, 5) | t(3,5)               |
| 1340 | (7, 8, 0, 0) | (6, 7, 5, 5) | t(4,0)               |
| 1341 | (7, 0, 0, 0) | (6, 8, 5, 0) | t(3,0)               |
| 1342 | (8, 8, 5, 0) | (7, 7, 4, 5) | t(4,0)               |
| 1343 | (8, 8, 5, 1) | (8, 8, 4, 1) | t(3,5)               |
| 1344 | (8, 8, 0, 0) | (7, 7, 5, 5) | t(4,0)               |
| 1345 | (8, 8, 0, 1) | (7, 7, 5, 1) | t(3,0)               |
| 1346 | (8, 0, 5, 0) | (7, 0, 4, 0) | t(3,5)               |
| 1347 | (8, 0, 0, 0) | (7, 0, 5, 0) | t(3,0)               |
| 1348 | (8, 0, 1, 1) | (7, 8, 0, 0) | t(4,1)               |
| 1349 | (8, 1, 1, 1) | (7, 1, 1, 1) | t(1,8)               |
| 1350 | (9, 0, 0, 1) | (8, 8, 5, 0) | t(4,1)               |
| 1351 | (9, 0, 0, 2) | (9, 0, 5, 2) | t(3,0)               |
| 1352 | (9, 0, 1, 1) | (8, 8, 0, 0) | t(4,1)               |
| 1353 | (9, 0, 1, 2) | (8, 8, 0, 1) | t(4,2)               |
| 1354 | (9, 1, 2, 2) | (8, 0, 1, 1) | t(4,2)               |
| 1355 | (10, 1, 1, 2) | (9, 0, 0, 1) | t(4,2)               |
| 1356 | (10, 1, 1, 3) | (10, 1, 0, 3) | t(3,1)               |
| 1357 | (10, 1, 2, 2) | (9, 0, 1, 1) | t(4,2)               |
| 1358 | (10, 1, 2, 3) | (9, 0, 1, 2) | t(4,3)               |
| 1359 | (10, 2, 3, 3) | (9, 1, 2, 2) | t(4,3)               |
| 1360 | (0, 2, 2, 3) | (10, 1, 1, 2) | t(4,3)               |
| 1361 | (0, 2, 2, 4) | (0, 2, 1, 4) | t(3,2)               |
| 1362 | (0, 2, 3, 3) | (10, 1, 2, 2) | t(4,3)               |
| 1363 | (0, 2, 3, 4) | (10, 1, 2, 3) | t(4,4)               |
| 1364 | (0, 3, 4, 4) | (10, 2, 3, 3) | t(4,4)               |
| 1365 | (1, 3, 3, 4) | (0, 2, 2, 3) | t(4,4)               |
| 1366 | (1, 3, 3, 5) | (1, 3, 2, 5) | t(3,3)               |
| 1367 | (1, 3, 4, 4) | (0, 2, 3, 3) | t(4,4)               |
| 1368 | (1, 3, 4, 5) | (0, 2, 3, 4) | t(4,5)               |
| 1369 | (1, 4, 5, 5) | (0, 3, 4, 4) | t(4,5)               |
| 1370 | (2, 4, 4, 5) | (1, 3, 3, 4) | t(4,5)               |
| 1371 | (2, 4, 4, 0) | (1, 3, 3, 0) | t(3,4)               |
| 1372 | (2, 4, 5, 5) | (1, 3, 4, 4) | t(4,5)               |
| 1373 | (2, 4, 5, 0) | (1, 3, 4, 5) | t(4,0)               |
| 1374 | (2, 5, 0, 0) | (1, 4, 5, 5) | t(4,0)               |
| 1375 | (3, 5, 5, 1) | (2, 4, 4, 0) | t(4,1)               |
| 1376 | (3, 5, 0, 0) | (2, 4, 5, 5) | t(4,0)               |
| 1377 | (3, 5, 0, 1) | (2, 4, 5, 1) | t(3,0)               |
| 1378 | (3, 6, 1, 1) | (2, 6, 0, 0) | t(4,1)               |
| 1379 | (4, 6, 0, 2) | (3, 5, 5, 2) | t(3,0)               |
| 1380 | (4, 6, 1, 1) | (3, 5, 0, 0) | t(4,1)               |
| 1381 | (4, 6, 1, 2) | (3, 6, 1, 2) | t(1,4)               |
| 1382 | (6, 7, 2, 2) | (5, 6, 2, 2) | t(2,7)               |
| 1383 | (6, 7, 3, 2) | (5, 6, 3, 2) | t(2,7)               |
| 1384 | (7, 8, 3, 2) | (6, 7, 3, 2) | t(2,8)               |
| 1385 | (7, 8, 3, 3) | (6, 8, 2, 3) | t(3,3)               |
| 1386 | (7, 8, 4, 2) | (6, 7, 3, 1) | t(4,2)               |
| 1387 | (7, 8, 4, 3) | (7, 8, 3, 3) | t(3,4)               |
| 1388 | (8, 0, 4, 3) | (7, 8, 3, 2) | t(4,3)               |
| 1389 | (8, 0, 4, 4) | (7, 0, 3, 4) | t(3,4)               |
| 1390 | (8, 0, 5, 3) | (7, 8, 4, 2) | t(4,3)               |
| 1391 | (8, 0, 5, 4) | (7, 0, 5, 4) | t(1,8)               |
| 1392 | (10, 1, 0, 4) | (9, 0, 5, 4) | t(3,0)               |
| 1393 | (10, 1, 1, 4) | (9, 0, 0, 3) | t(4,4)               |
| 1394 | (0, 2, 1, 5) | (0, 1, 0, 5) | t(3,1)               |
| 1395 | (0, 2, 2, 5) | (10, 1, 1, 4) | t(4,5)               |
| 1396 | (1, 3, 2, 0) | (1, 2, 1, 0) | t(3,2)               |
| 1397 | (1, 3, 3, 0) | (0, 2, 2, 5) | t(4,0)               |
| 1398 | (2, 4, 3, 1) | (2, 4, 3, 0) | t(4,1)               |
| 1399 | (2, 4, 4, 1) | (1, 4, 3, 0) | t(4,1)               |
| 1400 | (3, 5, 4, 2) | (3, 4, 4, 1) | t(4,2)               |
| 1401 | (3, 5, 5, 2) | (2, 4, 4, 1) | t(4,2)               |
| 1402 | (4, 6, 5, 2) | (3, 5, 5, 1) | t(4,2)               |
| 1403 | (6, 8, 0, 3) | (6, 8, 5, 3) | t(3,0)               |
| 1404 | (7, 0, 1, 4) | (6, 0, 0, 4) | t(3,1)               |
| 1405 | (8, 1, 2, 5) | (7, 0, 1, 5) | t(3,2)               |
| 1406 | (9, 3, 3, 0) | (9, 3, 2, 0) | t(3,3)               |
| 1407 | (10, 4, 4, 1) | (10, 4, 3, 1) | t(3,4)               |
| 1408 | (0, 5, 5, 2) | (0, 5, 4, 2) | t(3,5)               |
| 1409 | (1, 6, 0, 3) | (1, 6, 5, 2) | t(4,3)               |
| 1410 | (2, 7, 1, 4) | (1, 7, 1, 4) | t(1,2)               |
| 1411 | (3, 8, 2, 4) | (2, 8, 1, 4) | t(3,2)               |
| 1412 | (4, 8, 2, 4) | (3, 8, 1, 4) | t(3,2)               |
| 1413 | (4, 0, 2, 5) | (3, 0, 1, 4) | t(4,5)               |
| 1414 | (4, 0, 3, 5) | (4, 0, 3, 4) | t(4,5)               |
| 1415 | (5, 0, 2, 5) | (4, 0, 1, 5) | t(3,2)               |
| 1416 | (5, 0, 3, 5) | (4, 0, 2, 4) | t(4,5)               |
| 1417 | (5, 1, 3, 0) | (5, 1, 3, 5) | t(4,0)               |
| 1418 | (5, 1, 4, 0) | (5, 1, 3, 5) | t(4,0)               |
| 1419 | (6, 1, 3, 0) | (6, 1, 2, 0) | t(3,3)               |
| 1420 | (6, 1, 4, 0) | (6, 1, 3, 0) | t(3,4)               |
| 1421 | (6, 2, 4, 1) | (6, 2, 3, 1) | t(3,4)               |
| 1422 | (6, 2, 5, 1) | (6, 2, 4, 1) | t(3,5)               |
| 1423 | (7, 2, 5, 1) | (7, 2, 4, 1) | t(3,5)               |
| 1424 | (6, 7, 2, 1) | (5, 6, 2, 0) | t(4,1)               |
| 1425 | (6, 7, 3, 1) | (5, 7, 2, 0) | t(4,1)               |
| 1426 | (9, 1, 4, 4) | (8, 0, 4, 3) | t(4,4)               |
| 1427 | (10, 1, 5, 4) | (9, 0, 4, 3) | t(4,4)               |
| 1428 | (10, 1, 5, 5) | (9, 0, 5, 5) | t(2,1)               |
| 1429 | (0, 2, 0, 5) | (10, 1, 5, 4) | t(4,5)               |
| 1430 | (0, 2, 0, 0) | (0, 1, 5, 5) | t(4,0)               |
| 1431 | (1, 3, 1, 0) | (0, 2, 0, 5) | t(4,0)               |
| 1432 | (1, 3, 1, 1) | (1, 2, 0, 1) | t(3,1)               |
| 1433 | (2, 4, 2, 1) | (2, 4, 1, 0) | t(4,1)               |
| 1434 | (2, 4, 2, 2) | (1, 4, 1, 1) | t(4,2)               |
| 1435 | (3, 5, 4, 1) | (3, 4, 4, 0) | t(4,1)               |
| 1436 | (5, 7, 5, 2) | (4, 6, 5, 2) | t(2,7)               |
| 1437 | (6, 8, 5, 3) | (6, 8, 4, 3) | t(3,5)               |
| 1438 | (7, 0, 0, 4) | (6, 0, 5, 3) | t(4,4)               |
| 1439 | (9, 3, 3, 5) | (9, 3, 2, 5) | t(3,3)               |
| 1440 | (10, 4, 4, 0) | (10, 4, 3, 0) | t(3,4)               |
| 1441 | (0, 5, 5, 1) | (0, 5, 4, 1) | t(3,5)               |
| 1442 | (1, 6, 0, 2) | (1, 6, 5, 1) | t(4,2)               |
| 1443 | (4, 8, 3, 4) | (4, 8, 2, 3) | t(4,4)               |
| 1444 | (5, 8, 2, 4) | (4, 8, 1, 3) | t(4,4)               |
| 1445 | (5, 8, 3, 4) | (4, 8, 2, 4) | t(3,3)               |
| 1446 | (5, 0, 4, 5) | (5, 0, 4, 4) | t(4,5)               |
| 1447 | (6, 0, 3, 5) | (5, 0, 2, 4) | t(4,5)               |
| 1448 | (6, 0, 4, 5) | (5, 0, 3, 5) | t(3,4)               |
| 1449 | (6, 1, 5, 0) | (6, 1, 4, 0) | t(3,5)               |
| 1450 | (7, 1, 4, 0) | (7, 1, 3, 0) | t(3,4)               |
| 1451 | (7, 1, 5, 0) | (7, 1, 4, 0) | t(3,5)               |
| 1452 | (7, 2, 0, 1) | (7, 2, 5, 0) | t(4,1)               |
| 1453 | (4, 7, 4, 1) | (4, 6, 3, 1) | t(3,4)               |
| 1454 | (4, 8, 4, 3) | (3, 8, 4, 2) | t(4,3)               |
| 1455 | (4, 0, 4, 3) | (4, 0, 4, 2) | t(4,3)               |
| 1456 | (5, 0, 5, 4) | (4, 0, 4, 3) | t(4,4)               |
| 1457 | (5, 1, 5, 4) | (5, 1, 4, 3) | t(4,4)               |
| 1458 | (6, 1, 0, 5) | (6, 1, 5, 5) | t(3,0)               |
| 1459 | (6, 2, 0, 5) | (6, 2, 5, 4) | t(4,5)               |
| 1460 | (4, 0, 1, 5) | (3, 0, 0, 4) | t(4,5)               |
| 1461 | (5, 0, 1, 5) | (4, 0, 1, 4) | t(4,5)               |
| 1462 | (5, 1, 2, 0) | (5, 1, 1, 5) | t(4,0)               |
| 1463 | (6, 1, 2, 0) | (6, 1, 1, 0) | t(3,2)               |
| 1464 | (7, 2, 1, 2) | (7, 1, 1, 2) | t(2,2)               |
| 1465 | (9, 3, 3, 4) | (9, 3, 2, 4) | t(3,3)               |
| 1466 | (10, 4, 4, 5) | (10, 4, 3, 5) | t(3,4)               |
| 1467 | (0, 5, 5, 0) | (0, 5, 4, 0) | t(3,5)               |
| 1468 | (1, 6, 0, 1) | (1, 6, 5, 0) | t(4,1)               |
| 1469 | (2, 7, 1, 2) | (2, 7, 0, 2) | t(3,1)               |
| 1470 | (3, 8, 2, 3) | (2, 8, 2, 2) | t(4,3)               |
| 1471 | (3, 0, 2, 2) | (3, 0, 1, 2) | t(3,2)               |
| 1472 | (3, 0, 2, 3) | (2, 0, 1, 2) | t(4,3)               |
| 1473 | (4, 0, 2, 4) | (3, 0, 2, 3) | t(4,4)               |
| 1474 | (4, 0, 3, 4) | (4, 0, 3, 3) | t(4,4)               |
| 1475 | (4, 1, 2, 3) | (4, 1, 1, 2) | t(4,3)               |
| 1476 | (4, 1, 2, 4) | (4, 1, 2, 3) | t(4,4)               |
